SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,$/SQUARE FEET,LATITUDE,LONGITUDE
March-26-2024,Single Family Residential,2666 Brook Valley Rd,Frederick,MD,21701,700000,4,3.5,WORMANS MILL,3937,6443,2002,178,39.4625429,-77.390554
March-27-2024,Single Family Residential,7905 Miles Ln,Walkersville,MD,21793,575000,2,3,PLEASANT OAKS,1666,58370,2019,345,39.4510098,-77.3222016
March-28-2024,Single Family Residential,5261 Blackgum Dr,Frederick,MD,21703,885000,5,4,BALLENGER RUN,4292,8954,2017,206,39.378256,-77.440157
March-28-2024,Single Family Residential,7010 Allington Manor Cir E,Frederick,MD,21703,672000,4,2.5,KINGSBROOK,2815,9424,1995,239,39.3829363,-77.4235832
March-29-2024,Single Family Residential,411 Potting Shed Way,Frederick,MD,21702,598970,3,2,Frederick,2800,,2024,214,39.4765953,-77.4157917
March-29-2024,Single Family Residential,405 Union St,Frederick,MD,21701,845000,5,5,RENN QUARTER,3979,5922,2024,212,39.418538,-77.38623
March-7-2025,Single Family Residential,110 Maroon Ct,Frederick,MD,21702,677500,5,3,CLOVER RIDGE,3696,10576,2010,183,39.4609214,-77.4185383
March-7-2025,Single Family Residential,7913 Mount Pleasant Ct E,Walkersville,MD,21793,510000,3,3,MOUNT PLEASANT EAST,2266,47916,1986,225,39.4506891,-77.3139361
March-7-2025,Single Family Residential,1117 Rocky Springs Rd,Frederick,MD,21702,525000,4,3,Frederick,2746,43560,1975,191,39.4381212,-77.4416871
March-7-2025,Single Family Residential,4317 Dover Dr,Frederick,MD,21703,425000,3,2,WINDSOR ESTATES,1806,27442,1973,235,39.3516577,-77.4732222
March-7-2025,Single Family Residential,2-AA Norva Ave,Frederick,MD,21701,480000,5,3,Frederick,1938,7000,1964,248,39.41385,-77.43097
May-10-2024,Single Family Residential,2700 Hillfield Dr,Frederick,MD,21702,1094835,5,5.5,KELLERTON,5241,10570,2024,209,39.462767,-77.452562
May-10-2024,Single Family Residential,9402 Kinnerton Pl,Frederick,MD,21704,900000,5,3.5,VILLAGES OF URBANA,3120,7712,2006,288,39.3360556,-77.3375758
May-10-2024,Single Family Residential,2408 Hunters Chase Ct,Frederick,MD,21702,625000,4,3.5,WHITTIER,3076,10945,1992,203,39.4533519,-77.4535919
May-1-2024,Single Family Residential,6701 Kings Mill Ct,Frederick,MD,21702,728000,4,3.5,CLOVER HILL III,4398,18253,1997,166,39.4620248,-77.434748
May-1-2024,Single Family Residential,6715 S Clifton Rd,Frederick,MD,21703,822000,4,3.5,HOLTZINGER OVERLOOK,2978,43263,2015,276,39.4174473,-77.4876388
May-1-2024,Single Family Residential,9710 Fleetwood Way,Frederick,MD,21701,525000,4,3.5,SPRING RIDGE,2390,6285,1999,220,39.4081321,-77.3343497
May-13-2024,Single Family Residential,819-B Stratford Way Unit B,Frederick,MD,21701,200000,2,2,FREDERICKTOWNE VILLAGE,,,1989,,39.432298,-77.39042
May-13-2024,Single Family Residential,827 Holden Rd,Frederick,MD,21701,800000,5,3.5,EASTCHURCH,3598,6601,2019,222,39.424288,-77.3954883
May-13-2024,Single Family Residential,310 Boxford Ct,Frederick,MD,21702,425000,4,2.5,Frederick,1920,8677,1985,221,39.4304678,-77.4658276
May-15-2024,Single Family Residential,2109 Cohasset Ct,Frederick,MD,21702,750000,4,2.5,ROCKY SPRINGS RESERVE,3584,9565,2021,209,39.4462314,-77.4554611
May-15-2024,Single Family Residential,5203 Ivywood Dr S,Frederick,MD,21703,645000,4,3,BALLENGER CROSSING,3008,8000,2000,214,39.3826572,-77.4320029
May-16-2024,Single Family Residential,2738 Scarecrow Ter,Frederick,MD,21702,1145416,6,5.5,KELLERTON,5339,10500,2024,215,39.46123,-77.456766
May-16-2024,Single Family Residential,5802 Zoe Ln,Frederick,MD,21704,860000,5,4,Frederick,4370,6969,2020,197,39.3918729,-77.3340212
May-16-2024,Single Family Residential,1750 Wheyfield Dr,Frederick,MD,21701,620000,4,3.5,DEARBOUGHT,3278,7995,1995,189,39.447362,-77.3734677
May-17-2024,Single Family Residential,6620 Cambria Ct,Frederick,MD,21703,740000,5,4.5,MANORS AT BALLENGER CREEK,4306,8540,2015,172,39.3660832,-77.4399977
May-17-2024,Single Family Residential,2623 Bear Den Rd,Frederick,MD,21701,587000,3,2.5,WORMANS MILL,2066,5610,2000,284,39.455038,-77.389681
May-17-2024,Single Family Residential,7905 1/2 Opossumtown Pike,Frederick,MD,21702,443000,3,2,Frederick,1152,,1994,385,39.4512548,-77.4127637
May-17-2024,Single Family Residential,9126-B Bethel Rd,Frederick,MD,21702,390000,3,1.5,Frederick,2106,28750,1969,185,39.4837021,-77.4590409
May-20-2024,Single Family Residential,312 Broadway St,Frederick,MD,21701,295000,3,1,Frederick,925,6250,1958,319,39.4082428,-77.4127713
May-21-2024,Single Family Residential,11033 Liberty Rd,Frederick,MD,21701,725000,3,3.5,Frederick,2520,47916,2007,288,39.468079,-77.277835
May-21-2024,Single Family Residential,131 Fairview Ave,Frederick,MD,21701,800000,5,3,WESTBROOK,3580,22500,1965,223,39.419712,-77.4305124
May-22-2024,Single Family Residential,3825 Bush Creek Dr,Frederick,MD,21704,975000,4,3.5,VILLAGES OF URBANA,4116,9034,2002,237,39.3374354,-77.3535204
May-22-2024,Single Family Residential,1816 Rocky Glen Dr,Frederick,MD,21702,485000,5,3.5,AMBER MEADOWS,1568,7000,1978,309,39.4520314,-77.4092738
May-24-2024,Single Family Residential,754 Dogwood Ct,Frederick,MD,21701,180000,3,2,FREDERICKTOWNE VILLAGE,1264,10342,1982,142,39.4338085,-77.3976169
May-24-2024,Single Family Residential,4 Kline Blvd,Frederick,MD,21701,635000,3,2.5,WESTBROOK,3094,12615,1960,205,39.4152527,-77.4304026
May-24-2024,Single Family Residential,9116 Bowling Green Dr,Frederick,MD,21704,1000000,5,3.5,VILLAGES OF URBANA,5032,9120,2007,199,39.344321,-77.3462177
May-24-2024,Single Family Residential,4520 Araby Church Rd,Frederick,MD,21704,450000,3,2,Frederick,1144,30056,1965,393,39.3576162,-77.385988
May-24-2024,Single Family Residential,5807 Winding Ridge Way,Frederick,MD,21704,630000,3,2.5,WINDING RIDGE,2272,10679,1997,277,39.3939637,-77.337849
May-28-2024,Single Family Residential,918 Motter Ave,Frederick,MD,21701,576000,3,2,Frederick,1512,6500,1935,381,39.4267376,-77.4098376
May-29-2024,Single Family Residential,6912 Greenvale Ct,Frederick,MD,21702,603000,4,2.5,CLOVER HILL,2241,24829,1974,269,39.4614324,-77.423692
May-29-2024,Single Family Residential,6302 Hawkins Ct N,Frederick,MD,21701,740000,5,3.5,SPRING RIDGE,3390,13356,1994,218,39.4078362,-77.337535
May-30-2024,Single Family Residential,111 Wheeler Ln,Frederick,MD,21702,675000,4,3.5,CLOVER RIDGE,3613,9583,2006,187,39.4635631,-77.4194613
May-30-2024,Single Family Residential,1417 Hunting Horn Ln,Frederick,MD,21703,500000,3,3,GOLF VIEW,1760,7057,1989,284,39.41317,-77.4629771
May-31-2024,Single Family Residential,4112 Tabler Rd,Frederick,MD,21704,520000,3,2,URBANA,1536,33541,1958,339,39.3457911,-77.3603907
May-31-2024,Single Family Residential,1808 River Mist Ct,Frederick,MD,21701,635000,5,3,MONOCACY LANDING,2532,8463,1996,251,39.4471103,-77.3782444
May-31-2024,Single Family Residential,2613 Bear Den Rd,Frederick,MD,21701,625000,3,3.5,PARK PLACE AT MILL ISLAND,2988,5610,2000,209,39.4546793,-77.3894042
May-31-2024,Single Family Residential,406 Conundrum Ter,Frederick,MD,21702,677500,3,3,CLOVER RIDGE,3007,11072,2018,225,39.469262,-77.420606
May-31-2024,Single Family Residential,6719 Plantation Rd,Frederick,MD,21701,890000,4,3.5,Frederick,3322,50965,2014,268,39.4191878,-77.3368048
May-3-2024,Single Family Residential,3004 Wasatch View Dr,Frederick,MD,21704,1200000,5,4,Frederick,5616,51836,2018,214,39.3177496,-77.3703209
May-3-2024,Single Family Residential,7311 Brookside Dr,Frederick,MD,21702,475000,4,3,EASTVIEW,2379,30056,1965,200,39.4353913,-77.4705438
May-3-2024,Single Family Residential,10976 Horseshoe Dr,Frederick,MD,21701,606000,3,2.5,HORSE SHOE FARMS ESTATES,2908,79715,1987,208,39.4490028,-77.2885499
May-3-2024,Single Family Residential,6803 Kingfisher Ct,Frederick,MD,21703,600000,4,3.5,Frederick,3276,9727,1990,183,39.3727689,-77.431672
May-6-2024,Single Family Residential,9155 Hinks Ln,Frederick,MD,21704,788000,4,3,VILLAGES OF URBANA,3868,6640,2013,204,39.3279315,-77.352774
May-6-2024,Single Family Residential,905 Young Pl,Frederick,MD,21702,368000,3,1,Frederick,1084,8120,1959,339,39.4347637,-77.4219329
May-6-2024,Single Family Residential,102 Locust St,Frederick,MD,21703,345000,2,1,LINDEN HILLS,1208,6000,1983,286,39.4141375,-77.4376176
May-6-2024,Single Family Residential,9110 John Simmons St,Frederick,MD,21704,915000,4,4.5,VILLAGES OF URBANA,4774,12788,2000,192,39.3320609,-77.3484354
May-7-2024,Single Family Residential,1825 Tuscarora Ct,Frederick,MD,21702,595000,5,2.5,WARFIELD,2160,18401,1998,275,39.4513211,-77.441438
May-9-2024,Single Family Residential,22 Frederick Ave,Frederick,MD,21701,650000,4,2,DOWNTOWN FREDERICK,1850,6250,1950,351,39.4314048,-77.4083039
November-11-2024,Single Family Residential,7069 Catalpa Rd,Frederick,MD,21703,465000,2,2,CRESTWOOD VILLAGE,1874,7644,1981,248,39.385145,-77.4249099
November-1-2024,Single Family Residential,3743 Spicebush Dr,Frederick,MD,21704,1030000,6,4.5,VILLAGES OF URBANA,4688,9240,2003,220,39.338044,-77.3426316
November-13-2024,Single Family Residential,6614 Gooseander Ct,Frederick,MD,21703,616000,4,2.5,ROBIN MEADOWS,3260,10535,1990,189,39.3741183,-77.4366808
November-13-2024,Single Family Residential,6648 Jefferson Blvd,Frederick,MD,21703,379999,4,1.5,BRADDOCK HEIGHTS,1996,11325,1912,190,39.4159742,-77.506559
November-13-2024,Single Family Residential,341 Catoctin Ave,Frederick,MD,21701,340000,3,1,CARROLLTON,1025,8200,1960,332,39.4069321,-77.4223543
November-15-2024,Single Family Residential,1203 Apollo Dr,Frederick,MD,21702,565000,4,2.5,TUSCARORA CREEK,1904,7514,2020,297,39.4680424,-77.4329327
November-15-2024,Single Family Residential,476 Hanson St,Frederick,MD,21701,846962,5,5,RENN QUARTER,3979,5922,2024,213,39.417925,-77.390239
November-15-2024,Single Family Residential,501 Elm St,Frederick,MD,21701,955000,3,3.5,DOWNTOWN FREDERICK,2400,5400,1910,398,39.4208871,-77.4165777
November-15-2024,Single Family Residential,5509 Golden Eagle Rd,Frederick,MD,21704,907000,5,4.5,TALLYN RIDGE,4254,8134,2018,213,39.3848869,-77.3751606
November-18-2024,Single Family Residential,608 Gillespie Dr,Frederick,MD,21702,640000,4,3.5,GAMBRILL VIEW,3792,6032,2019,169,39.428835,-77.4553959
November-18-2024,Single Family Residential,4507 Shaff Ln,Frederick,MD,21703,1625000,5,4.5,Frederick,6790,217800,2004,239,39.3876475,-77.5064093
November-21-2024,Single Family Residential,3809 Shetland Ct,Frederick,MD,21704,950500,5,4.5,URBANA HIGHLANDS,4936,10146,2002,193,39.3397873,-77.330217
November-22-2024,Single Family Residential,107 E 5th St,Frederick,MD,21701,675000,3,2.5,DOWNTOWN FREDERICK,2400,5760,2020,281,39.4203515,-77.407963
November-26-2024,Single Family Residential,5321 Kingsbrook Dr,Frederick,MD,21703,670000,4,3.5,KINGSBROOK,2708,7922,1993,247,39.3811297,-77.4253956
November-26-2024,Single Family Residential,9434 Carriage Hill St,Frederick,MD,21704,810000,5,3.5,VILLAGES OF URBANA,3472,4920,2007,233,39.3379144,-77.3366315
November-27-2024,Single Family Residential,1718 Dogwood Dr,Frederick,MD,21701,450000,4,2,FREDERICKTOWNE VILLAGE,1560,10293,1983,288,39.4344432,-77.3970719
November-4-2024,Single Family Residential,6910 Baron Ct,Frederick,MD,21703,675000,4,3.5,KINGSBROOK,3949,10276,1998,171,39.3833997,-77.4289822
November-7-2024,Single Family Residential,2938 Thurston Rd,Frederick,MD,21704,603000,5,4,Frederick,2236,43560,1976,270,39.3154249,-77.3618546
November-8-2024,Single Family Residential,5200 Maitland Ter,Frederick,MD,21703,833000,3,3.5,Frederick,5135,47045,2013,162,39.4118838,-77.486969
November-8-2024,Single Family Residential,5706 Lakeview Dr,Frederick,MD,21702,435000,3,2,EASTVIEW,2176,18730,1962,200,39.4403262,-77.4721248
October-10-2024,Single Family Residential,9548 Kingston Pl,Frederick,MD,21701,565000,4,2.5,SPRING RIDGE,2308,5537,1999,245,39.407562,-77.3326229
October-10-2024,Single Family Residential,2365 Bear Den Rd,Frederick,MD,21701,512000,3,2,WORMANS MILL,2125,4594,1997,241,39.4536232,-77.3829761
October-1-2024,Single Family Residential,364 Prospect Blvd,Frederick,MD,21701,410000,3,2,CARROLLTON,1392,5108,1980,295,39.4020523,-77.4233759
October-15-2024,Single Family Residential,6 W 14th St W,Frederick,MD,21701,555000,3,2.5,Frederick,2496,8892,1948,222,39.4318787,-77.4064818
October-15-2024,Single Family Residential,626 Apple Ave,Frederick,MD,21701,397000,3,2,Frederick,1692,9625,1957,235,39.4277493,-77.4203851
October-16-2024,Single Family Residential,401 Geronimo Ct,Frederick,MD,21701,510000,3,2,RIVER CREST,1652,12498,2000,309,39.427767,-77.3967019
October-16-2024,Single Family Residential,803 Cromwell Dr,Frederick,MD,21701,478000,3,2,FREDERICKTOWNE VILLAGE,1520,6244,1979,314,39.4335512,-77.3945914
October-16-2024,Single Family Residential,9028 Hamburg Rd,Frederick,MD,21702,541000,3,2.5,Frederick,2314,32670,1972,234,39.4817199,-77.4627215
October-17-2024,Single Family Residential,9110 Belvedere Dr,Frederick,MD,21704,965000,5,4.5,VILLAGES OF URBANA,4988,10115,2009,193,39.3456902,-77.3458799
October-21-2024,Single Family Residential,367 Crown Point Dr,Frederick,MD,21702,583755,3,2,Frederick,1723,8000,2024,339,39.4781658,-77.407605
October-21-2024,Single Family Residential,7031 Ridge Rd,Frederick,MD,21702,545000,4,3,BRADDOCK HEIGHTS,2795,22000,1942,195,39.426943,-77.5027097
October-21-2024,Single Family Residential,6707 Grainary Ct,Frederick,MD,21703,459900,3,2,FARMBROOK,1780,6745,1984,258,39.3862546,-77.4333553
October-21-2024,Single Family Residential,1316 Hillcrest Dr,Frederick,MD,21703,420000,3,2.5,HILLCREST ORCHARDS,1680,7500,1980,250,39.4122579,-77.454931
October-21-2024,Single Family Residential,6581 Whetstone Dr,Frederick,MD,21703,515000,4,2.5,FARMBROOK,2263,6501,1987,228,39.3906039,-77.4387649
October-23-2024,Single Family Residential,1600 Bolton St,Frederick,MD,21702,525000,3,2.5,Frederick,1965,8346,1990,267,39.4280732,-77.4294551
October-24-2024,Single Family Residential,716 Bond St,Frederick,MD,21701,740346,5,5,RENN QUARTER,3213,4000,2024,230,39.419429,-77.391747
October-24-2024,Single Family Residential,1828 N Greenleese Dr N,Frederick,MD,21701,615000,5,3.5,DEARBOUGHT,3444,5106,2004,179,39.4505038,-77.3724818
October-30-2024,Single Family Residential,10403 Pleasant Vista Dr,Frederick,MD,21701,471000,4,3,Frederick,2144,40075,1977,220,39.4543733,-77.3017402
October-30-2024,Single Family Residential,10242 Allview Dr,Frederick,MD,21701,380000,3,2.5,Frederick,1656,53579,1985,229,39.4468842,-77.303642
October-31-2024,Single Family Residential,2361 Bear Den Rd,Frederick,MD,21701,516500,3,2.5,WORMANS MILL,2076,3284,1997,249,39.4538696,-77.3826595
October-7-2024,Single Family Residential,343 Catoctin Ave,Frederick,MD,21701,375000,4,1.5,Frederick,1488,8866,1962,252,39.4067496,-77.422198
October-8-2024,Single Family Residential,903 Mercer Pl,Frederick,MD,21701,800000,4,3,Frederick,3276,8800,1958,244,39.4194571,-77.4294407
September-10-2024,Single Family Residential,1704 Trotter St,Frederick,MD,21702,810000,5,3.5,KELLERTON,4916,9000,2020,165,39.462049,-77.439562
September-13-2024,Single Family Residential,203 Lindbergh Ave,Frederick,MD,21701,830000,4,2,Frederick,2796,7500,1935,297,39.4191291,-77.4245085
September-13-2024,Single Family Residential,5201 Ernie Ln,Frederick,MD,21703,725000,4,3.5,HILLSIDE ESTATES,3123,81022,1986,232,39.3843331,-77.4871919
September-16-2024,Single Family Residential,9070 Harris Pl,Frederick,MD,21704,800000,4,3.5,VILLAGES OF URBANA,3276,5489,2001,244,39.3345978,-77.3578129
September-18-2024,Single Family Residential,23 Fairview Ave,Frederick,MD,21701,622000,3,2,Frederick,2220,19602,1967,280,39.4171411,-77.4329676
September-18-2024,Single Family Residential,1524 Andover Ln,Frederick,MD,21702,425000,3,2,STONEGATE FARMS,1728,7398,1977,246,39.425774,-77.4671799
September-19-2024,Single Family Residential,6536 Alan Linton Blvd E,Frederick,MD,21703,695000,4,3.5,MANORS AT BALLENGER CREEK,2771,9501,2018,251,39.366921,-77.442373
September-19-2024,Single Family Residential,206 Rockwell Ter,Frederick,MD,21701,1075000,5,3.5,BAKER PARK,3792,8000,1910,283,39.4178327,-77.4144251
September-24-2024,Single Family Residential,803 Geronimo Dr,Frederick,MD,21701,475000,3,3,MONOCACY CROSSING,1614,7500,1995,294,39.4246521,-77.39746
September-25-2024,Single Family Residential,921 Shawnee Dr,Frederick,MD,21701,400000,3,1.5,Frederick,1695,9270,1958,236,39.4264827,-77.3981545
September-25-2024,Single Family Residential,4107 Baker Valley Rd,Frederick,MD,21704,650000,4,2.5,Frederick,1568,39116,2000,415,39.3457293,-77.3991128
September-25-2024,Single Family Residential,2511 Owl Roost Ct,Frederick,MD,21702,770000,4,3,KELLERTON,3828,10150,2021,201,39.460396,-77.4474199
September-25-2024,Single Family Residential,4825 Cap Stine Rd,Frederick,MD,21703,695000,6,3.5,WEST FREDERICK HIGHLANDS,3352,140699,1983,207,39.3643183,-77.4708577
September-26-2024,Single Family Residential,633 Grant Pl,Frederick,MD,21702,460000,3,1,DOWNTOWN FREDERICK,1516,9500,1950,303,39.4311895,-77.4234451
September-26-2024,Single Family Residential,6131 Long Branch Rd,Frederick,MD,21701,635000,4,4,Frederick,2864,74923,1965,222,39.4024294,-77.3606474
September-26-2024,Single Family Residential,11317 Rum Spring Rd,Frederick,MD,21702,875000,3,3.5,GAMBRILL MOUNTAIN,2519,125017,2024,347,39.5442652,-77.5055614
September-27-2024,Single Family Residential,9704 Ethan Ridge Ave,Frederick,MD,21704,925000,4,2.5,VILLAGES OF URBANA,3388,10715,2009,273,39.3438264,-77.3280452
September-27-2024,Single Family Residential,3949 Sweet Briar Ct,Frederick,MD,21704,970000,5,4.5,VILLAGES OF URBANA,4360,10922,2003,222,39.3388024,-77.3481679
September-30-2024,Single Family Residential,5355 Ivywood Dr N,Frederick,MD,21703,615000,4,2.5,BALLENGER CROSSING,4190,13986,1997,147,39.3827322,-77.4345385
September-30-2024,Single Family Residential,1213 Schaffer Dr,Frederick,MD,21702,450000,5,3,WILLOWCREST,1710,7102,1987,263,39.4259759,-77.4505888
September-3-2024,Single Family Residential,7005 Edgemont Rd,Frederick,MD,21702,600000,5,4,EDGEMONT OVERLOOK,2893,47480,1870,207,39.4259891,-77.4932701
September-3-2024,Single Family Residential,1201 Schaffer Dr,Frederick,MD,21702,480000,4,3,WILLOWCREST,2340,8993,1987,205,39.4260505,-77.449269
September-3-2024,Single Family Residential,470 Hanson St,Frederick,MD,21701,821990,6,5,RENN QUARTER,4112,9000,2024,200,39.4175947,-77.3897774
September-4-2024,Single Family Residential,8 Davis Ave,Frederick,MD,21701,355000,2,1,Frederick,944,4791,1930,376,39.4092606,-77.3892996
September-6-2024,Single Family Residential,8241 Ball Rd,Frederick,MD,21704,760000,4,2.5,Frederick,2541,119790,2004,299,39.3556371,-77.3741902
September-9-2024,Single Family Residential,9158 Hinks Ln,Frederick,MD,21704,725000,4,2.5,VILLAGES OF URBANA,2294,4677,2010,316,39.3284118,-77.353241
